gene	gfp_1	gfp_2	gfp_3	mep50_1	mep50_2	mep50_3	prmt5_1	prmt5_2	prmt5_3
ABCA5	7.209803327617843	6.118847684639379	8.423349772524318	5.241701789287906	7.096003451825208	6.812747992624058	5.489602463423781	6.339906713642921	4.837767562897474
ABCA7	21.805258844502745	24.93430431490547	20.041763251868208	14.886433081577653	18.725564664538744	18.263962703630455	16.640357467253335	18.48015361210809	15.82080743542147
ABCA8	1.0550931698952941	0.6118847684639379	0.1452301684917986	1.0483403578575812	0.7884448279805787	1.4495208494944807	0.17155007698199315	0.4046748966155056	0.2615009493458094
ABCB10	79.83538318874392	84.59306924013941	75.66491778422707	97.07631713761202	97.17582504860633	91.17486143320282	91.43619103140234	92.94033458936111	78.05803337972411
ABCB5	2.637732924738235	0.7648559605799223	3.1950637068195693	3.9836933598588082	2.95666810492717	3.9137062936350975	2.058600923783918	2.0233744830775278	2.2227580694393803
ABCB6	75.0874639242151	77.25045201857216	84.81441839921038	57.65871968216697	53.417137095684204	50.58827764735737	59.013226481805646	63.668850400839546	62.76022784299426
ABCB7	52.754658494764705	59.964707309465915	55.76838470085066	59.12639618316758	60.9073629614997	61.604636103515425	59.356326635769626	59.08253490586382	55.69970221065741
ABCB8	24.970538354188626	26.31104504394933	23.81774763265497	27.885853519011658	29.96090346326199	28.99041698988961	23.845460700497046	27.113218073238876	27.849851105328703
ABCB9	4.572070402879608	5.048049339827488	6.099667076655541	5.661037932430938	6.701781037834919	6.232939652826267	7.376653310225706	6.339906713642921	6.014521834953617
ABCC1	229.13106672892803	218.7488047258578	221.76646728697645	212.18408843037443	226.67788804441636	218.7326961887171	227.13230192415892	224.72945925381077	221.36055362122767
ABCC10	15.82639754842941	15.297119211598448	16.991929713540436	19.49913065615101	16.557341387592153	16.089681429388733	16.468807390271344	17.805695451082247	17.389813131496325
ABCC11	0	0.15297119211598448	0.2904603369835972	0	0	0.43485625484834417	0.3431001539639863	0	0.2615009493458094
ABCC12	0.17584886164921568	0	0.2904603369835972	0.20966807157151623	0.19711120699514467	0.2899041698988961	0	0.26978326441033706	0.7845028480374283
ABCC2	870.2760163019684	811.9710877516457	832.8950163004649	623.3431767821178	594.8816227113466	603.2905775596029	602.6554204377419	615.1058428555685	618.9727471015309
ABCC3	240.38539387447784	230.37461532667263	234.98241261973013	196.03964691936767	218.59632855761544	225.40049209639173	190.2490353730304	168.4796486242555	185.14267213683306
ABCC4	151.2300210183255	147.61720039192502	144.5040176493396	136.49391459305707	150.3958509372954	153.2143537915666	171.03542675104717	170.36813147512785	167.62210853066384
ABCC5	34.818074606544705	28.452641733573113	28.319882855900726	24.950500517010433	22.076455183456204	19.133675213327145	22.129959930677117	22.661794210468315	18.174315979533755
ABCC6	9.31998966740843	7.801530797915208	10.892262636884894	7.338382505003068	6.1104474168494844	4.928370888281234	3.9456517705858425	4.0467489661550555	3.530262816168427
ABCC6P1	0.7033954465968627	0	0.4356905054753958	1.6773445725721299	0.7884448279805787	1.0146645946461363	0.17155007698199315	0.13489163220516853	0
ABCC6P2	1.4067908931937254	1.8356543053918137	0.4356905054753958	1.4676765010006136	0.7884448279805787	2.0293291892922727	2.058600923783918	1.2140246898465168	1.0460037973832377
ABCC8	0.7033954465968627	0.45891357634795343	0.4356905054753958	0.20966807157151623	0.19711120699514467	0.2899041698988961	0.3431001539639863	0.13489163220516853	0.2615009493458094
ABCD1	3.692826094633529	6.271818876755364	4.502135223245756	3.1450210735727433	2.3653344839417363	2.609137529090065	2.401701077747904	2.1582661152826965	3.3995123414955226
ABCD3	216.4699486901845	207.42893650927496	213.48834768294392	174.65350361907304	171.683861292771	189.88723128377694	172.40782736690312	160.52104232415056	177.1668931817859
